job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier
AIJOB0629,AI Solutions Architect,Architecture,Senior (6-9 yrs),9,PhD,289000.0,180000,320000,Berlin,Germany,Fully Remote,Mid-size (501-5000),Media,Python|System Design|ML|Cloud|Enterprise Architecture|Communication,13.5,84,13.0,7.5,2025,3,1,1,0,Senior ($200-300k)
AIJOB0630,AI Ethics Officer,Governance,Senior (6-9 yrs),7,Associate's,182000.0,110000,210000,Seattle,USA,On-site,Mid-size (501-5000),Consulting,Ethics Frameworks|AI Policy|Research|Communication|Cloud|Statistics|Research,11.8,72,11.6,8.7,2025,8,1,0,0,Upper-Mid ($150-200k)
AIJOB0631,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),6,Bachelor's,158000.0,130000,220000,Chicago,USA,On-site,SME (51-500),Automotive,dbt|Feature Stores|ETL|SQL|Airflow|Linux|Cloud|Git,15.1,88,27.9,8.5,2026,1,1,0,0,Upper-Mid ($150-200k)
AIJOB0632,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),6,Bootcamp/Self-taught,208000.0,140000,270000,Toronto,Canada,On-site,Big Tech (FAANG+),Technology,Networking|CUDA|Cloud|Communication|Research,9.6,85,29.8,6.1,2025,12,1,0,0,Senior ($200-300k)
AIJOB0633,NLP Engineer,AI Engineering,Lead (10+ yrs),7,Master's,227000.0,145000,290000,London,UK,On-site,SME (51-500),Energy,Python|Hugging Face|LLMs|Transformers|Leadership|Problem Solving,4.3,91,52.9,7.5,2026,2,1,0,0,Senior ($200-300k)
AIJOB0634,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),3,Bootcamp/Self-taught,174000.0,150000,295000,Berlin,Germany,On-site,Mid-size (501-5000),Energy,LLMs|Fine-tuning|Python|Deployment|Diffusion Models|Communication|Leadership,17.8,95,72.2,7.9,2026,2,1,0,1,Upper-Mid ($150-200k)
AIJOB0635,Data Scientist,Data Science,Senior (6-9 yrs),3,Associate's,138000.0,138000,195000,Beijing,China,Hybrid,SME (51-500),Technology,SQL|Data Visualization|Python|Statistics|ML Algorithms|Scikit-learn|Cloud|Git|Linux,6.9,92,19.2,7.3,2026,1,1,1,0,Mid ($100-150k)
AIJOB0636,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),5,Associate's,180000.0,180000,312000,Singapore,Singapore,Fully Remote,Startup (1-50),Energy,MLOps|PyTorch|Distributed Systems|Python|LLM Fine-tuning|System Design|Agile|Statistics|Communication,13.1,96,44.7,8.9,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB0637,AI Product Manager,Product,Entry (0-2 yrs),10,PhD,300000.0,140000,260000,San Francisco,USA,Fully Remote,Big Tech (FAANG+),Automotive,Data Analysis|Product Strategy|Stakeholder Mgmt|Linux|Communication,15.7,85,29.7,9.2,2025,8,0,1,0,Senior ($200-300k)
AIJOB0638,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),6,Bachelor's,186000.0,150000,295000,Boston,USA,On-site,Mid-size (501-5000),Manufacturing,Diffusion Models|Deployment|LLMs|Python|GenAI APIs|Fine-tuning|Agile,12.3,95,33.4,6.3,2025,4,0,0,1,Upper-Mid ($150-200k)
AIJOB0639,NLP Engineer,AI Engineering,Senior (6-9 yrs),7,Bootcamp/Self-taught,180000.0,145000,290000,Singapore,Singapore,Fully Remote,Startup (1-50),Technology,Hugging Face|Python|Text Processing|Statistics|Git|Linux,6.7,91,15.3,7.5,2025,10,1,1,0,Upper-Mid ($150-200k)
AIJOB0640,AI Business Analyst,Business,Mid (3-5 yrs),5,Master's,104000.0,95000,180000,Singapore,Singapore,Hybrid,Startup (1-50),Energy,Communication|Python|Data Visualization|Linux,9.8,78,16.0,9.2,2026,3,0,1,0,Mid ($100-150k)
AIJOB0641,Senior Data Scientist,Data Science,Entry (0-2 yrs),6,Associate's,157000.0,157000,218000,Zurich,Switzerland,On-site,Startup (1-50),Education,Causal Inference|Python|Leadership|ML|Deep Learning|Leadership|Linux|Git,4.1,90,20.3,7.3,2026,3,0,0,0,Upper-Mid ($150-200k)
AIJOB0642,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),6,Associate's,125000.0,125000,240000,Sydney,Australia,Fully Remote,Enterprise (5000+),Technology,Python|Simulation|Computer Vision|ROS|Control Systems|Statistics,17.2,76,25.3,9.5,2026,3,0,1,0,Mid ($100-150k)
AIJOB0643,Data Scientist,Data Science,Senior (6-9 yrs),7,Associate's,138000.0,138000,195000,Dubai,UAE,Hybrid,Startup (1-50),Consulting,Data Visualization|Statistics|SQL|ML Algorithms|Python|Scikit-learn|Agile,6.0,92,21.0,6.1,2025,9,1,1,0,Mid ($100-150k)
AIJOB0644,AI Ethics Officer,Governance,Senior (6-9 yrs),8,Bootcamp/Self-taught,110000.0,110000,210000,Beijing,China,Hybrid,Enterprise (5000+),Consulting,AI Policy|Research|Communication|Ethics Frameworks|Risk Assessment|Problem Solving|Leadership|Linux,8.5,72,5.7,9.7,2025,6,1,1,0,Mid ($100-150k)
AIJOB0645,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),3,Associate's,177000.0,125000,240000,New York,USA,On-site,Enterprise (5000+),Education,ROS|Computer Vision|Python|Simulation|Statistics|Git|Communication,14.4,76,5.4,9.5,2025,12,0,0,0,Upper-Mid ($150-200k)
AIJOB0646,Data Scientist,Data Science,Mid (3-5 yrs),5,PhD,138000.0,138000,195000,Paris,France,Hybrid,Startup (1-50),Automotive,SQL|Scikit-learn|Python|Data Visualization|Problem Solving,4.8,92,82.3,8.6,2026,3,0,1,0,Mid ($100-150k)
AIJOB0647,MLOps Engineer,ML Operations,Lead (10+ yrs),6,Bachelor's,284000.0,130000,260000,Los Angeles,USA,Hybrid,Mid-size (501-5000),Healthcare,Docker|Kubernetes|CI/CD|Cloud|MLflow|Python|Cloud|SQL|Research,10.2,93,61.5,6.4,2026,2,1,1,0,Senior ($200-300k)
AIJOB0648,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),9,Master's,374400.0,180000,312000,Chicago,USA,Fully Remote,Big Tech (FAANG+),Automotive,System Design|LLM Fine-tuning|Distributed Systems|PyTorch|MLOps|Python|Cloud,13.5,96,51.4,6.5,2026,2,1,1,0,Elite (>$300k)
AIJOB0649,AI Ethics Officer,Governance,Mid (3-5 yrs),6,Bachelor's,141000.0,110000,210000,Boston,USA,Hybrid,Startup (1-50),Education,AI Policy|Risk Assessment|Communication|Statistics|Research|Linux,8.4,72,28.3,8.9,2025,4,0,1,0,Mid ($100-150k)
AIJOB0650,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),4,Master's,150000.0,150000,295000,Toronto,Canada,On-site,Startup (1-50),Government,Fine-tuning|Diffusion Models|GenAI APIs|Deployment|Cloud,10.9,95,19.6,6.7,2025,11,0,0,1,Mid ($100-150k)
AIJOB0651,Generative AI Engineer,AI Engineering,Lead (10+ yrs),6,Bachelor's,267000.0,150000,295000,Zurich,Switzerland,On-site,Startup (1-50),Consulting,LLMs|GenAI APIs|Deployment|Fine-tuning|Diffusion Models|Git,13.2,95,16.3,8.7,2026,2,1,0,1,Senior ($200-300k)
AIJOB0652,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),2,Master's,130000.0,130000,220000,New York,USA,Hybrid,SME (51-500),Energy,Python|Airflow|dbt|ETL|Feature Stores|SQL|Spark|Research,10.8,88,20.4,7.7,2026,3,0,1,0,Mid ($100-150k)
AIJOB0653,AI Ethics Officer,Governance,Senior (6-9 yrs),6,Bootcamp/Self-taught,110000.0,110000,210000,Beijing,China,Fully Remote,Mid-size (501-5000),Retail,Research|Ethics Frameworks|AI Policy|Communication|Linux|Cloud,11.7,72,5.5,9.1,2025,8,1,1,0,Mid ($100-150k)
AIJOB0654,Prompt Engineer,AI Engineering,Lead (10+ yrs),3,Master's,175000.0,90000,200000,Tokyo,Japan,Hybrid,SME (51-500),Education,NLP|Documentation|Testing|LLM APIs|Research|Problem Solving|Cloud,5.3,82,15.0,8.7,2025,4,1,1,1,Upper-Mid ($150-200k)
AIJOB0655,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),6,Associate's,226000.0,140000,270000,Los Angeles,USA,Hybrid,Big Tech (FAANG+),Consulting,CUDA|Networking|Kubernetes|Distributed Systems|Cloud|Storage|Leadership,17.0,85,28.9,9.3,2026,1,0,1,0,Senior ($200-300k)
AIJOB0656,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),9,Bootcamp/Self-taught,201000.0,141000,270000,Toronto,Canada,Hybrid,Big Tech (FAANG+),Consulting,Neural Networks|Python|PyTorch|CUDA|Linux|Agile|Problem Solving,8.5,89,9.9,7.6,2026,3,0,1,0,Senior ($200-300k)
AIJOB0657,Senior Data Scientist,Data Science,Entry (0-2 yrs),6,Bachelor's,157000.0,157000,218000,Remote,Global,On-site,Mid-size (501-5000),Manufacturing,Python|Leadership|Causal Inference|Statistics,4.1,90,10.3,9.2,2025,6,0,0,0,Upper-Mid ($150-200k)
AIJOB0658,AI Business Analyst,Business,Senior (6-9 yrs),2,Master's,166000.0,95000,180000,Zurich,Switzerland,Hybrid,Enterprise (5000+),Media,Python|Communication|SQL|Data Visualization|Business Analysis|Problem Solving|Cloud|Linux,12.7,78,29.6,8.6,2026,1,1,1,0,Upper-Mid ($150-200k)
AIJOB0659,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),6,Bachelor's,168000.0,160000,300000,Austin,USA,Fully Remote,Enterprise (5000+),Education,APIs|Fine-tuning|Python|PyTorch|Statistics|Research|Linux,17.7,90,28.7,8.2,2026,1,0,1,0,Upper-Mid ($150-200k)
AIJOB0660,Data Engineer (AI),Data Engineering,Mid (3-5 yrs),5,Associate's,132000.0,130000,220000,Seattle,USA,Fully Remote,SME (51-500),Energy,Python|Feature Stores|Spark|SQL|Git|Statistics,12.9,88,20.5,8.2,2026,2,0,1,0,Mid ($100-150k)
AIJOB0661,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),3,Associate's,327000.0,145000,280000,Los Angeles,USA,On-site,Big Tech (FAANG+),Manufacturing,PyTorch|OpenCV|Python|CUDA|CNNs|Image Processing|Research|Cloud,8.2,87,24.0,7.7,2025,9,1,0,0,Elite (>$300k)
AIJOB0662,ML Engineer,AI Engineering,Entry (0-2 yrs),9,Associate's,151000.0,120000,280000,Austin,USA,Fully Remote,Big Tech (FAANG+),Manufacturing,MLOps|SQL|Kubernetes|Python|Agile|Cloud|Statistics,16.5,97,72.2,7.5,2025,6,0,1,0,Upper-Mid ($150-200k)
AIJOB0663,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),2,Bootcamp/Self-taught,180000.0,150000,295000,Berlin,Germany,On-site,Big Tech (FAANG+),Automotive,Deployment|Python|Fine-tuning|Diffusion Models|LLMs|GenAI APIs|Git,11.7,95,26.2,9.0,2026,1,0,0,1,Upper-Mid ($150-200k)
AIJOB0664,AI Engineer,AI Engineering,Entry (0-2 yrs),8,Master's,172000.0,100000,250000,San Francisco,USA,Fully Remote,Mid-size (501-5000),Automotive,Cloud (AWS/GCP/Azure)|Python|Docker|PyTorch|Linux,17.3,95,28.5,8.7,2025,7,0,1,0,Upper-Mid ($150-200k)
AIJOB0665,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),8,Bachelor's,160000.0,160000,300000,London,UK,On-site,SME (51-500),Education,Vision-Language Models|APIs|Python|Fine-tuning|PyTorch|Agile|SQL,8.1,90,9.4,6.8,2025,9,0,0,0,Upper-Mid ($150-200k)
AIJOB0666,AI Business Analyst,Business,Entry (0-2 yrs),4,Master's,95000.0,95000,180000,Los Angeles,USA,Hybrid,Startup (1-50),Automotive,Python|Data Visualization|Business Analysis|Agile|Cloud|Problem Solving,16.2,78,23.4,8.0,2026,3,0,1,0,Entry (<$100k)
AIJOB0667,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),8,Bachelor's,145000.0,145000,280000,Paris,France,Hybrid,SME (51-500),Manufacturing,Image Processing|CNNs|Python|Research|SQL|Git,9.4,87,14.0,8.6,2026,1,0,1,0,Mid ($100-150k)
AIJOB0668,AI Business Analyst,Business,Lead (10+ yrs),5,PhD,184000.0,95000,180000,Berlin,Germany,Hybrid,Mid-size (501-5000),Technology,Data Visualization|Business Analysis|Python|Communication|Communication|Problem Solving|Linux,12.1,78,27.0,7.2,2026,2,1,1,0,Upper-Mid ($150-200k)
AIJOB0669,AI Solutions Architect,Architecture,Mid (3-5 yrs),12,Master's,263000.0,180000,320000,Zurich,Switzerland,Fully Remote,Enterprise (5000+),Consulting,System Design|Cloud|ML|Leadership|Enterprise Architecture|Python|SQL|Cloud,9.5,84,28.7,6.8,2025,8,0,1,0,Senior ($200-300k)
AIJOB0670,Senior Data Scientist,Data Science,Mid (3-5 yrs),7,Bachelor's,157000.0,157000,218000,Berlin,Germany,Hybrid,Mid-size (501-5000),Healthcare,Deep Learning|Causal Inference|Advanced Statistics|Python|ML|Research|Cloud|Leadership,7.7,90,13.8,6.4,2026,3,0,1,0,Upper-Mid ($150-200k)
AIJOB0671,AI Ethics Officer,Governance,Mid (3-5 yrs),11,Master's,110000.0,110000,210000,Beijing,China,Hybrid,Mid-size (501-5000),Consulting,Communication|Research|AI Policy|Linux|Statistics,14.2,72,20.3,8.3,2026,2,0,1,0,Mid ($100-150k)
AIJOB0672,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),2,Associate's,203000.0,150000,295000,Singapore,Singapore,Hybrid,SME (51-500),Manufacturing,Diffusion Models|Fine-tuning|Deployment|Communication,17.1,95,80.9,8.4,2026,2,1,1,1,Senior ($200-300k)
AIJOB0673,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),8,Master's,212000.0,145000,280000,Tokyo,Japan,Hybrid,Mid-size (501-5000),Technology,CUDA|Image Processing|OpenCV|Python|Problem Solving|Research,9.2,87,14.6,6.6,2025,9,1,1,0,Senior ($200-300k)
AIJOB0674,AI Ethics Officer,Governance,Senior (6-9 yrs),7,Bachelor's,226000.0,110000,210000,Zurich,Switzerland,On-site,Big Tech (FAANG+),Consulting,Risk Assessment|Ethics Frameworks|AI Policy|Research|Communication,11.6,72,20.5,8.1,2026,2,1,0,0,Senior ($200-300k)
AIJOB0675,AI Ethics Officer,Governance,Mid (3-5 yrs),5,Master's,185000.0,110000,210000,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Government,AI Policy|Risk Assessment|Ethics Frameworks|Communication|Cloud,16.5,72,12.5,6.8,2025,1,0,1,0,Upper-Mid ($150-200k)
AIJOB0676,AI Agent Developer,AI Engineering,Senior (6-9 yrs),3,Bootcamp/Self-taught,175000.0,155000,290000,Amsterdam,Netherlands,Hybrid,Startup (1-50),Education,APIs|Tool Use|LangChain|AutoGen|Planning Systems|Python|Agile,15.1,96,48.1,6.6,2025,1,1,1,1,Upper-Mid ($150-200k)
AIJOB0677,Data Scientist,Data Science,Lead (10+ yrs),8,PhD,234000.0,138000,195000,New York,USA,Fully Remote,Mid-size (501-5000),Energy,Data Visualization|Python|Scikit-learn|SQL|Statistics|ML Algorithms|Statistics,3.2,92,35.7,8.1,2026,3,1,1,0,Senior ($200-300k)
AIJOB0678,ML Engineer,AI Engineering,Entry (0-2 yrs),4,Bachelor's,144000.0,120000,280000,Austin,USA,Hybrid,Enterprise (5000+),Government,SQL|PyTorch|Python|Kubernetes|Statistics|Git,8.7,97,44.2,6.2,2026,2,0,1,0,Mid ($100-150k)
AIJOB0679,AI Infrastructure Eng,Infrastructure,Entry (0-2 yrs),3,Master's,206000.0,140000,270000,Austin,USA,On-site,Big Tech (FAANG+),Education,Kubernetes|Networking|Cloud|CUDA|Distributed Systems|Communication,10.2,85,10.8,6.6,2026,3,0,0,0,Senior ($200-300k)
AIJOB0680,AI Product Manager,Product,Lead (10+ yrs),6,Bachelor's,247000.0,140000,260000,Toronto,Canada,On-site,Enterprise (5000+),Energy,Product Strategy|Agile|Stakeholder Mgmt|Data Analysis|Communication,10.3,85,17.3,7.3,2025,6,1,0,0,Senior ($200-300k)
AIJOB0681,AI Security Engineer,Security,Mid (3-5 yrs),7,Master's,205000.0,140000,260000,Chicago,USA,Hybrid,Enterprise (5000+),Energy,Risk Analysis|Python|Red Teaming|ML Security|Communication,10.0,80,27.4,7.5,2026,2,0,1,0,Senior ($200-300k)
AIJOB0682,AI Engineer,AI Engineering,Lead (10+ yrs),2,Master's,296000.0,100000,250000,Zurich,Switzerland,On-site,Big Tech (FAANG+),Education,Python|LLM Integration|Docker|PyTorch|Communication|Agile|Statistics,14.3,95,56.4,9.4,2025,9,1,0,0,Senior ($200-300k)
AIJOB0683,AI Engineer,AI Engineering,Mid (3-5 yrs),3,Master's,118000.0,100000,250000,Paris,France,Hybrid,Startup (1-50),Media,PyTorch|Cloud (AWS/GCP/Azure)|LLM Integration|Docker|Linux|Research|Leadership,16.0,95,63.7,9.6,2025,2,0,1,0,Mid ($100-150k)
AIJOB0684,AI Engineer,AI Engineering,Entry (0-2 yrs),2,Bachelor's,233000.0,100000,250000,San Francisco,USA,On-site,Big Tech (FAANG+),Manufacturing,PyTorch|Docker|Cloud (AWS/GCP/Azure)|Python|SQL,9.9,95,45.9,9.3,2025,7,0,0,0,Senior ($200-300k)
AIJOB0685,AI Agent Developer,AI Engineering,Entry (0-2 yrs),4,Bachelor's,198000.0,155000,290000,San Francisco,USA,On-site,Mid-size (501-5000),Research,LangChain|Python|Planning Systems|APIs|Tool Use|AutoGen|Git,16.7,96,57.3,8.1,2025,12,0,0,1,Upper-Mid ($150-200k)
AIJOB0686,AI Business Analyst,Business,Mid (3-5 yrs),7,Master's,105000.0,95000,180000,Remote,Global,Hybrid,Startup (1-50),Technology,SQL|Communication|Python|Business Analysis|Cloud|Linux,8.4,78,6.6,8.9,2025,5,0,1,0,Mid ($100-150k)
AIJOB0687,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),8,Bachelor's,252000.0,150000,295000,Remote,Global,Hybrid,SME (51-500),Government,GenAI APIs|Diffusion Models|Python|Fine-tuning|Problem Solving,15.0,95,72.8,8.7,2026,2,1,1,1,Senior ($200-300k)
AIJOB0688,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),6,Bootcamp/Self-taught,264000.0,130000,220000,Seattle,USA,Hybrid,Big Tech (FAANG+),Healthcare,SQL|Feature Stores|ETL|Spark|Statistics|Cloud,11.7,88,29.6,8.9,2025,11,1,1,0,Senior ($200-300k)
AIJOB0689,AI Compliance Manager,Governance,Lead (10+ yrs),4,PhD,240000.0,100000,200000,Remote,Global,Hybrid,Big Tech (FAANG+),Technology,Documentation|Risk Management|Legal Knowledge|Auditing|EU AI Act|Leadership|Linux,17.2,68,29.6,6.6,2025,11,1,1,0,Senior ($200-300k)
AIJOB0690,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),5,Master's,308000.0,150000,295000,Chicago,USA,Hybrid,Big Tech (FAANG+),Media,Diffusion Models|Python|LLMs|Git|SQL|Agile,9.6,95,31.6,8.7,2025,2,0,1,1,Elite (>$300k)
AIJOB0691,AI Product Manager,Product,Lead (10+ yrs),7,Associate's,303000.0,140000,260000,Singapore,Singapore,Hybrid,Big Tech (FAANG+),Consulting,Data Analysis|Stakeholder Mgmt|Agile|Git|Communication,9.6,85,22.3,8.9,2026,3,1,1,0,Elite (>$300k)
AIJOB0692,Data Scientist,Data Science,Entry (0-2 yrs),5,PhD,138000.0,138000,195000,Remote,Global,On-site,SME (51-500),Retail,Statistics|Data Visualization|Python|Scikit-learn|SQL|SQL,4.3,92,71.7,6.3,2025,2,0,0,0,Mid ($100-150k)
AIJOB0693,Prompt Engineer,AI Engineering,Entry (0-2 yrs),4,Associate's,90000.0,90000,200000,Singapore,Singapore,Hybrid,Enterprise (5000+),Technology,LLM APIs|Python|NLP|Testing|Documentation|Problem Solving|SQL|Research,5.5,82,11.4,7.8,2026,3,0,1,1,Entry (<$100k)
AIJOB0694,AI Compliance Manager,Governance,Senior (6-9 yrs),9,Bootcamp/Self-taught,212000.0,100000,200000,Boston,USA,On-site,Enterprise (5000+),Finance,Legal Knowledge|EU AI Act|Risk Management|Leadership|Git,16.3,68,20.8,6.4,2025,6,1,0,0,Senior ($200-300k)
AIJOB0695,NLP Engineer,AI Engineering,Entry (0-2 yrs),10,PhD,145000.0,145000,290000,Beijing,China,Hybrid,Enterprise (5000+),Finance,Hugging Face|LLMs|Python|Text Processing|Linux|SQL|Research,6.2,91,65.9,7.5,2026,3,0,1,0,Mid ($100-150k)
AIJOB0696,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),5,Associate's,161000.0,150000,295000,New York,USA,On-site,Mid-size (501-5000),Finance,GenAI APIs|Python|Fine-tuning|Diffusion Models|Deployment|Git|Linux,12.9,95,15.4,8.9,2026,1,0,0,1,Upper-Mid ($150-200k)
AIJOB0697,AI Compliance Manager,Governance,Senior (6-9 yrs),10,Master's,124000.0,100000,200000,Sydney,Australia,Fully Remote,Startup (1-50),Healthcare,Legal Knowledge|EU AI Act|Auditing|Linux,17.5,68,19.1,7.7,2025,12,1,1,0,Mid ($100-150k)
AIJOB0698,Prompt Engineer,AI Engineering,Senior (6-9 yrs),4,Associate's,240000.0,90000,200000,San Francisco,USA,Hybrid,Big Tech (FAANG+),Finance,Python|NLP|Testing|Git,9.6,82,13.9,7.5,2026,1,1,1,1,Senior ($200-300k)
AIJOB0699,Data Scientist,Data Science,Entry (0-2 yrs),3,Associate's,138000.0,138000,195000,San Francisco,USA,Hybrid,SME (51-500),Energy,ML Algorithms|Data Visualization|SQL|Scikit-learn|Statistics|Python|Linux,6.9,92,32.0,6.6,2025,12,0,1,0,Mid ($100-150k)
AIJOB0700,LLM Engineer,AI Engineering,Entry (0-2 yrs),2,Associate's,200000.0,160000,300000,San Francisco,USA,On-site,Mid-size (501-5000),Automotive,Prompt Engineering|Vector DBs|Python|LLM APIs|RAG|Communication|Research,6.3,98,49.9,6.4,2025,11,0,0,1,Upper-Mid ($150-200k)
AIJOB0701,AI Agent Developer,AI Engineering,Mid (3-5 yrs),3,Master's,158000.0,155000,290000,Tokyo,Japan,Hybrid,Startup (1-50),Consulting,Tool Use|Planning Systems|Python|Linux|Communication|Cloud,10.3,96,34.2,6.2,2026,2,0,1,1,Upper-Mid ($150-200k)
AIJOB0702,AI Compliance Manager,Governance,Mid (3-5 yrs),6,PhD,111000.0,100000,200000,Sydney,Australia,Hybrid,Startup (1-50),Media,Risk Management|Legal Knowledge|Documentation|Auditing|EU AI Act|Problem Solving,15.7,68,15.8,6.1,2025,2,0,1,0,Mid ($100-150k)
AIJOB0703,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),6,PhD,230000.0,140000,270000,Austin,USA,Hybrid,Startup (1-50),Education,CUDA|Storage|Networking|Kubernetes|Distributed Systems|Research|Cloud|Linux,14.9,85,29.4,8.0,2026,1,1,1,0,Senior ($200-300k)
AIJOB0704,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),8,Associate's,154000.0,145000,280000,Berlin,Germany,Hybrid,Mid-size (501-5000),Media,OpenCV|Image Processing|CUDA|CNNs|PyTorch|Statistics,4.9,87,19.9,8.5,2025,10,1,1,0,Upper-Mid ($150-200k)
AIJOB0705,Senior Data Scientist,Data Science,Senior (6-9 yrs),8,Associate's,157000.0,157000,218000,Paris,France,Fully Remote,SME (51-500),Consulting,Deep Learning|Leadership|Advanced Statistics|Python|ML|Causal Inference|Problem Solving,4.3,90,21.2,7.9,2025,8,1,1,0,Upper-Mid ($150-200k)
AIJOB0706,AI Infrastructure Eng,Infrastructure,Lead (10+ yrs),5,Associate's,243000.0,140000,270000,Berlin,Germany,Fully Remote,Big Tech (FAANG+),Automotive,CUDA|Cloud|Distributed Systems|Cloud|SQL|Git,10.5,85,17.4,9.6,2026,2,1,1,0,Senior ($200-300k)
AIJOB0707,AI Security Engineer,Security,Mid (3-5 yrs),9,PhD,140000.0,140000,260000,Bangalore,India,On-site,Enterprise (5000+),Healthcare,Red Teaming|Cybersecurity|ML Security|Python|Risk Analysis|Git|Linux,15.6,80,29.9,6.2,2025,2,0,0,0,Mid ($100-150k)
AIJOB0708,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),9,Bachelor's,139000.0,125000,240000,Tokyo,Japan,Fully Remote,Mid-size (501-5000),Energy,ROS|Control Systems|Simulation|Computer Vision|Statistics,10.8,76,11.0,6.8,2026,2,0,1,0,Mid ($100-150k)
AIJOB0709,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),8,Bachelor's,132000.0,125000,240000,Singapore,Singapore,Fully Remote,SME (51-500),Energy,Python|Computer Vision|Simulation|C++|SQL|Linux|Git,17.8,76,11.7,7.8,2025,7,0,1,0,Mid ($100-150k)
AIJOB0710,NLP Engineer,AI Engineering,Mid (3-5 yrs),7,Master's,210000.0,145000,290000,London,UK,On-site,Enterprise (5000+),Education,Python|Transformers|BERT|Problem Solving|Cloud,3.7,91,21.0,8.7,2026,3,0,0,0,Senior ($200-300k)
AIJOB0711,LLM Engineer,AI Engineering,Entry (0-2 yrs),3,Associate's,160000.0,160000,300000,Beijing,China,On-site,Enterprise (5000+),Energy,RAG|Prompt Engineering|Fine-tuning|LLM APIs|Python|Vector DBs|Problem Solving|Cloud|Research,4.0,98,20.6,9.2,2026,1,0,0,1,Upper-Mid ($150-200k)
AIJOB0712,LLM Engineer,AI Engineering,Senior (6-9 yrs),3,PhD,307000.0,160000,300000,Los Angeles,USA,Hybrid,SME (51-500),Government,LLM APIs|RAG|Prompt Engineering|Python|Fine-tuning|Git|Research|SQL,5.5,98,16.5,7.7,2026,2,1,1,1,Elite (>$300k)
AIJOB0713,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),9,Master's,239000.0,180000,312000,Amsterdam,Netherlands,On-site,Mid-size (501-5000),Automotive,PyTorch|Distributed Systems|LLM Fine-tuning|System Design|Python|MLOps|Statistics|SQL,17.2,96,21.7,8.6,2025,2,1,0,0,Senior ($200-300k)
AIJOB0714,AI Security Engineer,Security,Mid (3-5 yrs),9,PhD,158000.0,140000,260000,Berlin,Germany,On-site,Enterprise (5000+),Finance,ML Security|Risk Analysis|Red Teaming|Python|Leadership,8.9,80,6.3,8.5,2026,3,0,0,0,Upper-Mid ($150-200k)
AIJOB0715,AI Research Scientist,Research,Lead (10+ yrs),7,Bootcamp/Self-taught,282000.0,115000,280000,Paris,France,Fully Remote,Big Tech (FAANG+),Retail,PyTorch|Mathematics|Python|Git,9.8,88,8.1,7.8,2026,3,1,1,0,Senior ($200-300k)
AIJOB0716,AI Research Scientist,Research,Mid (3-5 yrs),9,Master's,272000.0,115000,280000,Austin,USA,On-site,Big Tech (FAANG+),Healthcare,Research|Mathematics|Python|Publishing|SQL|Cloud|Linux,9.6,88,8.3,9.3,2026,3,0,0,0,Senior ($200-300k)
AIJOB0717,Computer Vision Engineer,AI Engineering,Lead (10+ yrs),6,Master's,271000.0,145000,280000,Zurich,Switzerland,Hybrid,SME (51-500),Retail,CUDA|Image Processing|Python|CNNs|Linux|SQL,8.6,87,21.9,7.5,2026,2,1,1,0,Senior ($200-300k)
AIJOB0718,AI Security Engineer,Security,Senior (6-9 yrs),9,Associate's,251000.0,140000,260000,Zurich,Switzerland,On-site,Big Tech (FAANG+),Automotive,Risk Analysis|Red Teaming|Cybersecurity|ML Security|SQL,17.9,80,26.0,6.4,2026,2,1,0,0,Senior ($200-300k)
